ID;NOMBRE;MUNICIPIO;PROVINCIA;ALTURA;LATITUD;LONGITUD
8283X;Ontinyent;Ontinyent;València/Valencia;350;384946N;003628W
8290X;Enguera;Enguera;València/Valencia;740;385516N;005258W
8293X;Xàtiva;Xàtiva;València/Valencia;88;390006N;003125W
8300X;Carcaixent;Carcaixent;València/Valencia;25;390648N;002645W
8309X;Utiel;Utiel;València/Valencia;758;393432N;011441W
8319X;Buñol;Buñol;València/Valencia;585;392703N;005125W
8325X;Polinyà de Xúquer;Polinyà de Xúquer;València/Valencia;12;391105N;002219W
8337X;Turís;Turís;València/Valencia;186;392332N;003729W
8381X;Ademuz;Ademuz;València/Valencia;705;400338N;011701W
8395X;Chelva;Chelva;València/Valencia;515;394512N;005935W
8409X;Lliria;Llíria;València/Valencia;198;393950N;003914W
8414A;Valencia Aeropuerto;Manises;València/Valencia;56;392906N;002829W
8416Y;Valencia;Valencia;València/Valencia;11;392850N;002159W
8446Y;Sagunto;Sagunto/Sagunt;València/Valencia;24;394227N;001515W
2166Y;Peñafiel;Peñafiel;Valladolid;756;413535N;040729W
2172Y;Sardón de Duero;Sardón de Duero;Valladolid;725;413643N;042420W
2422;Valladolid;Valladolid;Valladolid;735;413827N;044516W
2503B;Olmedo, Depósito de Agua;Olmedo;Valladolid;786;411648N;044131W
2503X;Olmedo;Olmedo;Valladolid;740;411933N;044113W
2507Y;Rueda;Rueda;Valladolid;715;412528N;045755W
2517A;Fuente el Sol;Fuente el Sol;Valladolid;755;411022N;045623W
2593D;Villalón de Campos;Villalón de Campos;Valladolid;763;420510N;045943W
2604B;Medina de Rioseco;Medina de Rioseco;Valladolid;731;415233N;050225W
2536D;Morales del Toro;Morales de Toro;Zamora;710;413255N;051618W
2555B;Fuentesauco;Fuentesaúco;Zamora;811;411412N;052853W
2611D;Villafáfila;Villafáfila;Zamora;690;415123N;053533W
2614;Zamora;Zamora;Zamora;656;413056N;054407W
2755X;Benavente;Benavente;Zamora;715;420039N;054000W
2766E;Sanabria, Robleda-Cervantes;Robleda-Cervantes;Zamora;935;420456N;063824W
2775X;Villardeciervos;Villardeciervos;Zamora;850;415629N;061647W
2777K;Santibañez de Vidriales;Santibáñez de Vidriales;Zamora;737;420441N;060026W
2789H;Pozuelo de Tabara;Pozuelo de Tábara;Zamora;711;414708N;055432W
2804F;Villadepera;Villadepera;Zamora;790;413202N;060831W
2882D;Peñausende;Peñausende;Zamora;985;411420N;055351W
2885K;Fresno de Sayago;Fresno de Sayago;Zamora;804;411816N;060120W
2966D;Alcañices;Alcañices;Zamora;840;414100N;061805W
9244X;Sos del Rey Católico;Sos del Rey Católico;Zaragoza;626;422927N;011249W
9299X;Tarazona;Tarazona;Zaragoza;475;415453N;014324W
9321X;Ejea de los Caballeros;Ejea de los Caballeros;Zaragoza;321;420716N;010823W
9336D;Castejon de Valdejasa;Castejón de Valdejasa;Zaragoza;442;415903N;005945W
9354X;Alhama de Aragon;Alhama de Aragón;Zaragoza;703;411735N;015343W
9390;Daroca;Daroca;Zaragoza;779;410652N;012436W
9394X;Calatayud;Calatayud;Zaragoza;600;411952N;013843W
9427X;La Almunia de Doña Godina;Almunia de Doña Godina, La;Zaragoza;370;412852N;012251W
9434P;Zaragoza, Valdespartera;Zaragoza;Zaragoza;254;413715N;005606W
9443V;Zaragoza, Canal;Zaragoza;Zaragoza;258;413800N;005256W
9495Y;Leciñena;Leciñena;Zaragoza;405;414748N;003702W
9501X;Valmadrid;Valmadrid;Zaragoza;535;412635N;005309W
9510X;Quinto;Quinto;Zaragoza;205;412545N;003014W
9574X;Caspe;Caspe;Zaragoza;190;411349N;000216W
9576C;Bujaraloz;Almolda, La;Zaragoza;357;413121N;001028W
1351;Estaca de Bares;Mañón;A Coruña;80;434710N;074105W
8177A;Chinchilla;Chinchilla de Monte-Aragón;Albacete;880;385613N;013932W
6332X;Carboneras;Carboneras;Almería;12;365848N;015412W
6381;Alborán;Almería;Almería;15;355618N;030210W
1331D;Figueras de Castropol;Castropol;Asturias;40;433207N;070108W
3391;Sotillo de la Adrada;Sotillo de la Adrada;Ávila;630;401719N;043527W
4090Y;San Clemente;San Clemente;Cuenca;728;392501N;022515W
9894X;Sariñena;Sariñena;Huesca;300;414757N;000939W
9718X;Granyanella;Granyanella;Lleida;463;414052N;011323E
9990X;Naut Aran, Arties;Naut Aran;Lleida;1161;424201N;005237E
6172O;Málaga, Puerto;Málaga;Málaga;25;364300N;042511W
6205X;Torrox;Torrox;Málaga;3;364335N;035726W
9174;Sartaguda;Sartaguda;Navarra;310;422227N;020320W
5051X;Huéscar;Huéscar;Granada;1092;375140N;023910W
9814X;Torla - Depósito;Torla-Ordesa;Huesca;1078;423815N;000646W
9562X;Morella;Morella;Castelló/Castellón;990;403718N;000607W
9001S;Alto Campoo;Hermandad de Campoo de Suso;Cantabria;1650;430212N;042228W
3272M;Torrelodones;Torrelodones;Madrid;879;403444N;035627W
8175;Albacete Base Aérea;Albacete;Albacete;702;385715N;015123W
1025A;Segura - Lastala;Segura;Gipuzkoa;255;430056N;021524W
9434;Zaragoza Aeropuerto;Zaragoza;Zaragoza;249;413938N;010015W
9677;Rialp, Port Ainé;Rialp;Lleida;2410;422436N;011253E
8005X;Fontanars dels Alforins;Fontanars dels Alforins;València/Valencia;622;384648N;004745W
5107D;Dólar;Dólar;Granada;1187;371048N;025911W
2661;León, Virgen del Camino;Valverde de la Virgen;León;912;423518N;053904W
C668V;Agaete - Suerte Alta;Agaete;Las Palmas;352;280540N;154030W
C614H;Tejeda;Tejeda;Las Palmas;1060;275943N;153657W
B800X;La Mola, Maó/Mahón;Maó/Mahón;Illes Balears;78;395231N;041859E
B103B;Andratx;Andratx;Illes Balears;52;393445N;022208E
B925;Sant Antoni de Portmany;Sant Antoni de Portmany;Illes Balears;32;385747N;011917E
2285B;Villadiego;Villadiego;Burgos;869;423126N;040004W
3344E;Villanueva de la Cañada;Villanueva de la Cañada;Madrid;641;402615N;040119W
C316I;Arure;Valle Gran Rey;Santa Cruz de Tenerife;916;280742N;171854W
5788X;Tomares, Zaudín;Tomares;Sevilla;84;372142N;060335W
B228D;Palma, Dic de l'Oest;Palma;Illes Balears;7;393309N;023821E
1446X;Monterroso;Monterroso;Lugo;680;424835N;074606W
